Source,Target
019153_CPBI,L2 Invoice Management
019153_CPBI,Market Belgium (BE)
019153_CPBI,Unknown
019153_CPBI,VFS Canvas Architecture
019154_CAM - Credit Application Manager,019222_VFS Connect
019154_CAM - Credit Application Manager,060215_Charisma EMEA
019154_CAM - Credit Application Manager,BEP AppStore
019154_CAM - Credit Application Manager,Business Engine Platform (BEP)
019154_CAM - Credit Application Manager,Commercial Services & Products Operations
019154_CAM - Credit Application Manager,Customer & Partner Engagement
019154_CAM - Credit Application Manager,L0 Core Capabilities
019154_CAM - Credit Application Manager,L1 Commercial Operations
019154_CAM - Credit Application Manager,L1 Customer Relationship Management
019154_CAM - Credit Application Manager,L2 Credit & Risk Management
019154_CAM - Credit Application Manager,Market Austria (AT)
019154_CAM - Credit Application Manager,Market Germany (DE)
019154_CAM - Credit Application Manager,Market Switzerland (CH)
019154_CAM - Credit Application Manager,VFS Canvas Architecture
019161_VFS Americas Customer Portal,Browser
019161_VFS Americas Customer Portal,DEP Channels
019161_VFS Americas Customer Portal,DEP Channels - Customer
019161_VFS Americas Customer Portal,Digital Engagement Platform (DEP)
019161_VFS Americas Customer Portal,Market Canada (CA)
019161_VFS Americas Customer Portal,Market US (US)
019161_VFS Americas Customer Portal,VFS Canvas Architecture
019162_DATASTGE,Data Platform (DP)
019162_DATASTGE,L0 Supporting Capabilities
019162_DATASTGE,L1 Data Management
019162_DATASTGE,Market Canada (CA)
019162_DATASTGE,Market US (US)
019162_DATASTGE,VFS Canvas Architecture
019164_VFS Americas Dealer Directory,019223_VFS Americas Pyramid
019164_VFS Americas Dealer Directory,BEP AppStore
019164_VFS Americas Dealer Directory,Business Engine Platform (BEP)
019164_VFS Americas Dealer Directory,Market Canada (CA)
019164_VFS Americas Dealer Directory,Market Mexico (MX)
019164_VFS Americas Dealer Directory,Market US (US)
019164_VFS Americas Dealer Directory,VFS Canvas Architecture
019165_Dealer Portal,Customer & Partner Engagement
019165_Dealer Portal,DEP Channels
019165_Dealer Portal,DEP Channels - Dealer
019165_Dealer Portal,Digital Engagement Platform (DEP)
019165_Dealer Portal,L0 Core Capabilities
019165_Dealer Portal,L0 Supporting Capabilities
019165_Dealer Portal,L1 Communication Management
019165_Dealer Portal,L1 Customer & Partner Support
019165_Dealer Portal,L2 External Communication
019165_Dealer Portal,L2 Service Management
019165_Dealer Portal,L3 Case Management
019165_Dealer Portal,Market Canada (CA)
019165_Dealer Portal,Market US (US)
019165_Dealer Portal,VFS Canvas Architecture
019168_VFS Americas Great Plains,Business Engine Platform (BEP)
019168_VFS Americas Great Plains,Finance Platform
019168_VFS Americas Great Plains,L0 Strategy Capabilities
019168_VFS Americas Great Plains,L1 Finance
019168_VFS Americas Great Plains,Market Canada (CA)
019168_VFS Americas Great Plains,Market US (US)
019168_VFS Americas Great Plains,VFS Canvas Architecture
019170_VFS Americas Ecounsel,Market Canada (CA)
019170_VFS Americas Ecounsel,Market US (US)
019170_VFS Americas Ecounsel,Unknown
019170_VFS Americas Ecounsel,VFS Canvas Architecture
019172_eTrafic,Market France (FR)
019174_VFS Americas CreditPath,"""Loan & Lease"" Request - NA"
019174_VFS Americas CreditPath,Booking Integration - NA
019174_VFS Americas CreditPath,Commercial Rate - NA
019174_VFS Americas CreditPath,Commercial Services & Products Operations
019174_VFS Americas CreditPath,Customer & Partner Engagement
019174_VFS Americas CreditPath,Customer Credit Gateway - NA
019174_VFS Americas CreditPath,Customer Exposure - NA
019174_VFS Americas CreditPath,DEP Lease Loan WHS
019174_VFS Americas CreditPath,DEP Products
019174_VFS Americas CreditPath,Digital Engagement Platform (DEP)
019174_VFS Americas CreditPath,Funding Integration - NA
019174_VFS Americas CreditPath,L0 Core Capabilities
019174_VFS Americas CreditPath,L1 Commercial Operations
019174_VFS Americas CreditPath,L1 Customer Relationship Management
019174_VFS Americas CreditPath,L1 Delivery and Activation
019174_VFS Americas CreditPath,L2 Commercial Rate - NA
019174_VFS Americas CreditPath,L2 Credit & Risk Management
019174_VFS Americas CreditPath,L2 Customer Information Management
019174_VFS Americas CreditPath,L2 Initiation & Activation Management
019174_VFS Americas CreditPath,L3 Asset Assessment
019174_VFS Americas CreditPath,L3 Booking Integration - NA
019174_VFS Americas CreditPath,L3 Contract Initiation
019174_VFS Americas CreditPath,L3 Credit & Risk Request Management
019174_VFS Americas CreditPath,L3 Customer Credit Assessment
019174_VFS Americas CreditPath,L3 Customer Group Structure Information Management (v5.3)
019174_VFS Americas CreditPath,L3 Funding Integration - NA
019174_VFS Americas CreditPath,L3 Limit & Exposure Management
019174_VFS Americas CreditPath,L3 Non-Standard Document Generation - NA
019174_VFS Americas CreditPath,L3 Risk Decisioning
019174_VFS Americas CreditPath,L3 Risk Mitigation
019174_VFS Americas CreditPath,L3 Transaction Assessment
019174_VFS Americas CreditPath,L4 Asset Credit Grading Rule Management
019174_VFS Americas CreditPath,L4 Credit Condition Management
019174_VFS Americas CreditPath,L4 Credit Request Type Management
019174_VFS Americas CreditPath,L4 Customer Credit Gateway - NA
019174_VFS Americas CreditPath,L4 Customer Credit Grading Rule Management
019174_VFS Americas CreditPath,L4 Customer Credit Report Management
019174_VFS Americas CreditPath,L4 Customer Exposure - NA
019174_VFS Americas CreditPath,L4 Customer VFS Payment Behavior Reporting
019174_VFS Americas CreditPath,L4 Loan & Lease Request - NA
019174_VFS Americas CreditPath,L4 Manual Credit Review - NA
019174_VFS Americas CreditPath,L4 Parent Deal / Takedown - NA
019174_VFS Americas CreditPath,L4 Risk Authorization Management
019174_VFS Americas CreditPath,L4 Risk Decision Rule Management
019174_VFS Americas CreditPath,L4 Scoring Rules - NA
019174_VFS Americas CreditPath,L4 Transaction Grading Rule Management
019174_VFS Americas CreditPath,L4 VFS Exposure Management
019174_VFS Americas CreditPath,L4 View / Update Request Data - NA
019174_VFS Americas CreditPath,Manual Credit Review - NA
019174_VFS Americas CreditPath,Market Canada (CA)
019174_VFS Americas CreditPath,Market US (US)
019174_VFS Americas CreditPath,Non-Standard Document Generation - NA
019174_VFS Americas CreditPath,Parent Deal / Takedown - NA
019174_VFS Americas CreditPath,Scoring Rules - NA
019174_VFS Americas CreditPath,VFS Canvas Architecture
019174_VFS Americas CreditPath,View / Update Request Data - NA
019175_Fast Developers,L0 Supporting Capabilities
019175_Fast Developers,L1 Legal & Compliance Management
019175_Fast Developers,Market Spain (ES)
019175_Fast Developers,Unknown
019175_Fast Developers,VFS Canvas Architecture
019176_FCA - Contract Admin,Commercial Services & Products Operations
019176_FCA - Contract Admin,Customer & Partner Engagement
019176_FCA - Contract Admin,L0 Core Capabilities
019176_FCA - Contract Admin,L1 Commercial Operations
019176_FCA - Contract Admin,L1 Customer Relationship Management
019176_FCA - Contract Admin,L2 Contract Management
019176_FCA - Contract Admin,Market Netherlands (NL)
019176_FCA - Contract Admin,Unknown
019176_FCA - Contract Admin,VFS Canvas Architecture
019178_File On Q,L0 Supporting Capabilities
019178_File On Q,L1 Document Management
019178_File On Q,Market Canada (CA)
019178_File On Q,Market US (US)
019178_File On Q,Unknown
019178_File On Q,VFS Canvas Architecture
019179_LeaseFlex,111072_VFS EMEA DWH R2
019179_LeaseFlex,BEP Lease Loan WHS
019179_LeaseFlex,BEP Products
019179_LeaseFlex,Business Engine Platform (BEP)
019179_LeaseFlex,Collection - Turkey
019179_LeaseFlex,Commercial Services & Products Operations
019179_LeaseFlex,Customer & Partner Engagement
019179_LeaseFlex,Finance - Turkey
019179_LeaseFlex,L0 Core Capabilities
019179_LeaseFlex,L0 Strategy Capabilities
019179_LeaseFlex,L1 Commercial Operations
019179_LeaseFlex,L1 Customer Relationship Management
019179_LeaseFlex,L1 Finance
019179_LeaseFlex,L2 Behavioral Screening
019179_LeaseFlex,L2 Contract Management
019179_LeaseFlex,L2 Stakeholder Screening
019179_LeaseFlex,Market Turkey (TR)
019179_LeaseFlex,Operations - Turkey
019179_LeaseFlex,VFS Canvas Architecture
019182_VFS Americas FootPrints,Market Canada (CA)
019182_VFS Americas FootPrints,Market US (US)
019182_VFS Americas FootPrints,Unknown
019182_VFS Americas FootPrints,VFS Canvas Architecture
019186_VFS Americas Hyland Onbase,019223_VFS Americas Pyramid
019186_VFS Americas Hyland Onbase,BEP AppStore
019186_VFS Americas Hyland Onbase,Business Engine Platform (BEP)
019186_VFS Americas Hyland Onbase,L0 Supporting Capabilities
019186_VFS Americas Hyland Onbase,L1 Document Management
019186_VFS Americas Hyland Onbase,L2 Document Access & Retrieval
019186_VFS Americas Hyland Onbase,L2 Document Store & Archive
019186_VFS Americas Hyland Onbase,Market Canada (CA)
019186_VFS Americas Hyland Onbase,Market Mexico (MX)
019186_VFS Americas Hyland Onbase,Market US (US)
019186_VFS Americas Hyland Onbase,VFS Canvas Architecture
019187_VFS Americas Hyperion,Data Platform (DP)
019187_VFS Americas Hyperion,L0 Strategy Capabilities
019187_VFS Americas Hyperion,L1 Finance
019187_VFS Americas Hyperion,Market Brazil (BR)
019187_VFS Americas Hyperion,Market Canada (CA)
019187_VFS Americas Hyperion,Market Chile (CL)
019187_VFS Americas Hyperion,Market Mexico (MX)
019187_VFS Americas Hyperion,Market Peru (PE)
019187_VFS Americas Hyperion,Market US (US)
019187_VFS Americas Hyperion,VFS Canvas Architecture
019188_VFS Americas InfoLease,019223_VFS Americas Pyramid
019188_VFS Americas InfoLease,BEP Lease Loan WHS
019188_VFS Americas InfoLease,BEP Products
019188_VFS Americas InfoLease,Business Engine Platform (BEP)
019188_VFS Americas InfoLease,Commercial Services & Products Operations
019188_VFS Americas InfoLease,Customer & Partner Engagement
019188_VFS Americas InfoLease,L0 Core Capabilities
019188_VFS Americas InfoLease,L1 Commercial Operations
019188_VFS Americas InfoLease,L1 Customer Relationship Management
019188_VFS Americas InfoLease,L2 Asset Management
019188_VFS Americas InfoLease,L2 Contract Management
019188_VFS Americas InfoLease,L2 Invoice Management
019188_VFS Americas InfoLease,L2 Payment Management
019188_VFS Americas InfoLease,Market Canada (CA)
019188_VFS Americas InfoLease,Market US (US)
019188_VFS Americas InfoLease,VFS Canvas Architecture
019189_VFS Americas InSource,Market Canada (CA)
019189_VFS Americas InSource,Market US (US)
019189_VFS Americas InSource,Unknown
019189_VFS Americas InSource,VFS Canvas Architecture
019193_VFS Americas IT2,019223_VFS Americas Pyramid
019193_VFS Americas IT2,063183_VFS Americas Funding Services
019193_VFS Americas IT2,L0 Strategy Capabilities
019193_VFS Americas IT2,L1 Finance
019193_VFS Americas IT2,Market Canada (CA)
019193_VFS Americas IT2,Market Mexico (MX)
019193_VFS Americas IT2,Market US (US)
019193_VFS Americas IT2,Unknown
019193_VFS Americas IT2,VFS Canvas Architecture
019198_KPI,Data Platform (DP)
019198_KPI,L0 Supporting Capabilities
019198_KPI,L1 Legal & Compliance Management
019198_KPI,Market Spain (ES)
019198_KPI,VFS Canvas Architecture
019202_LEO,BEP Lease Loan WHS
019202_LEO,BEP Products
019202_LEO,Business Engine Platform (BEP)
019202_LEO,Commercial Services & Products Operations
019202_LEO,Customer & Partner Engagement
019202_LEO,L0 Core Capabilities
019202_LEO,L0 Strategy Capabilities
019202_LEO,L1 Commercial Operations
019202_LEO,L1 Customer Relationship Management
019202_LEO,L1 Finance
019202_LEO,L2 Contract Management
019202_LEO,Market Bulgaria (BG)
019202_LEO,Market Czech Republic (CZ)
019202_LEO,Market Estonia (EE)
019202_LEO,Market Hungary (HU)
019202_LEO,Market Latvia (LV)
019202_LEO,Market Lithuania (LT)
019202_LEO,Market Poland (PL)
019202_LEO,Market Slovakia (SK)
019202_LEO,UBO Module - Europe
019202_LEO,VFS Canvas Architecture
019204_VFS AUS LLAS,019222_VFS Connect
019204_VFS AUS LLAS,073029_VFS Navision
019204_VFS AUS LLAS,097464_VFS Finscan APAC
019204_VFS AUS LLAS,BEP Lease Loan WHS
019204_VFS AUS LLAS,BEP Products
019204_VFS AUS LLAS,Business Engine Platform (BEP)
019204_VFS AUS LLAS,Commercial Services & Products Operations
019204_VFS AUS LLAS,Customer & Partner Engagement
019204_VFS AUS LLAS,L0 Core Capabilities
019204_VFS AUS LLAS,L0 Supporting Capabilities
019204_VFS AUS LLAS,L1 Commercial Operations
019204_VFS AUS LLAS,L1 Customer Relationship Management
019204_VFS AUS LLAS,L1 Data Management
019204_VFS AUS LLAS,L1 Delivery and Activation
019204_VFS AUS LLAS,L1 Document Management
019204_VFS AUS LLAS,L1 Sales
019204_VFS AUS LLAS,L1 User Management
019204_VFS AUS LLAS,L2 Account Management
019204_VFS AUS LLAS,L2 Asset Management
019204_VFS AUS LLAS,L2 Collateral Management
019204_VFS AUS LLAS,L2 Collection Management
019204_VFS AUS LLAS,L2 Contract Management
019204_VFS AUS LLAS,L2 Customer Information Management
019204_VFS AUS LLAS,L2 Dealer Management
019204_VFS AUS LLAS,L2 Document Generation
019204_VFS AUS LLAS,L2 Initiation & Activation Management
019204_VFS AUS LLAS,L2 Investor Management
019204_VFS AUS LLAS,L2 Invoice Management
019204_VFS AUS LLAS,L2 Master Data Management
019204_VFS AUS LLAS,L2 Payment Management
019204_VFS AUS LLAS,L2 Quote Management
019204_VFS AUS LLAS,L2 Sales Account Management
019204_VFS AUS LLAS,L2 User Authentication
019204_VFS AUS LLAS,L2 User Authorization
019204_VFS AUS LLAS,L3 Asset Auditing & Monitoring
019204_VFS AUS LLAS,L3 Asset Valuation
019204_VFS AUS LLAS,L3 Charges & Fees Management (v5.3)
019204_VFS AUS LLAS,L3 Collateral Administration
019204_VFS AUS LLAS,L3 Contract Activation
019204_VFS AUS LLAS,L3 Contract Amendment
019204_VFS AUS LLAS,L3 Contract Ending
019204_VFS AUS LLAS,L3 Contract Initiation
019204_VFS AUS LLAS,L3 Contract Termination
019204_VFS AUS LLAS,L3 Customer Payment Management
019204_VFS AUS LLAS,L3 Dealer Management
019204_VFS AUS LLAS,L3 Dunning
019204_VFS AUS LLAS,L3 Externally Sourced Products & Services Administration
019204_VFS AUS LLAS,L3 Incoming Invoice Management
019204_VFS AUS LLAS,L3 Inventory Management
019204_VFS AUS LLAS,L3 Invoice Netting
019204_VFS AUS LLAS,L3 Outgoing Invoice Management
019204_VFS AUS LLAS,L3 Payment Execution Management
019204_VFS AUS LLAS,L3 Payment Method Management
019204_VFS AUS LLAS,L3 Payment Request Management
019204_VFS AUS LLAS,L3 Reversals and Exception Management
019204_VFS AUS LLAS,L3 Securitization Partner Management
019204_VFS AUS LLAS,L4 Charges & Fees Management
019204_VFS AUS LLAS,Market Australia (AU)
019204_VFS AUS LLAS,VFS Canvas Architecture
019207_VFS MODULO - Risk Manager,Commercial Services & Products Operations
019207_VFS MODULO - Risk Manager,L0 Core Capabilities
019207_VFS MODULO - Risk Manager,L1 Commercial Operations
019207_VFS MODULO - Risk Manager,L2 Credit & Risk Management
019207_VFS MODULO - Risk Manager,Market Canada (CA)
019208_VFS Americas MVPreferred - NA,BEP Products
019208_VFS Americas MVPreferred - NA,BEP PSF
019208_VFS Americas MVPreferred - NA,Business Engine Platform (BEP)
019208_VFS Americas MVPreferred - NA,Commercial Services & Products Operations
019208_VFS Americas MVPreferred - NA,Customer & Partner Engagement
019208_VFS Americas MVPreferred - NA,DEP Products
019208_VFS Americas MVPreferred - NA,DEP PSF
